date,symbol,target_weight
2005-06-09,EFA,0
2005-06-09,GLD,0.66666666666666663
2005-06-09,IWM,0
2005-06-09,QQQ,0.16666666666666666
2005-06-09,SPY,0
2005-06-09,TLT,0.16666666666666666
2005-06-10,EEM,0
2005-06-10,EFA,0
2005-06-10,GLD,0.66666666666666663
2005-06-10,IWM,0
2005-06-10,QQQ,0.16666666666666666
2005-06-10,SPY,0
2005-06-10,TLT,0.16666666666666666
2005-06-13,EEM,0
2005-06-13,EFA,0
2005-06-13,GLD,0.66666666666666663
2005-06-13,IWM,0
2005-06-13,QQQ,0.16666666666666666
2005-06-13,SPY,0
2005-06-13,TLT,0.16666666666666666
2005-06-14,EEM,0
2005-06-14,EFA,0
2005-06-14,GLD,0.66666666666666663
2005-06-14,IWM,0
2005-06-14,QQQ,0.16666666666666666
2005-06-14,SPY,0
2005-06-14,TLT,0.16666666666666666
2005-06-15,EEM,0
2005-06-15,EFA,0
2005-06-15,GLD,0.66666666666666663
2005-06-15,IWM,0
2005-06-15,QQQ,0.16666666666666666
2005-06-15,SPY,0
2005-06-15,TLT,0.16666666666666666
2005-06-16,EEM,0
2005-06-16,EFA,0
2005-06-16,GLD,0.66666666666666663
2005-06-16,IWM,0
2005-06-16,QQQ,0.16666666666666666
2005-06-16,SPY,0
2005-06-16,TLT,0.16666666666666666
2005-06-17,EEM,0.16666666666666666
2005-06-17,EFA,0
2005-06-17,GLD,0.16666666666666666
2005-06-17,IWM,0.16666666666666666
2005-06-17,QQQ,0.16666666666666666
2005-06-17,SPY,0.16666666666666666
2005-06-17,TLT,0.16666666666666666
2005-06-20,EEM,0.16666666666666666
2005-06-20,EFA,0
2005-06-20,GLD,0.16666666666666666
2005-06-20,IWM,0.16666666666666666
2005-06-20,QQQ,0.16666666666666666
2005-06-20,SPY,0.16666666666666666
2005-06-20,TLT,0.16666666666666666
2005-06-21,EEM,0.16666666666666666
2005-06-21,EFA,0
2005-06-21,GLD,0.16666666666666666
2005-06-21,IWM,0.16666666666666666
2005-06-21,QQQ,0.16666666666666666
2005-06-21,SPY,0.16666666666666666
2005-06-21,TLT,0.16666666666666666
2005-06-22,EEM,0.16666666666666666
2005-06-22,EFA,0
2005-06-22,GLD,0.16666666666666666
2005-06-22,IWM,0.16666666666666666
2005-06-22,QQQ,0.16666666666666666
2005-06-22,SPY,0.16666666666666666
2005-06-22,TLT,0.16666666666666666
2005-06-23,EEM,0.16666666666666666
2005-06-23,EFA,0
2005-06-23,GLD,0.16666666666666666
2005-06-23,IWM,0.16666666666666666
2005-06-23,QQQ,0.16666666666666666
2005-06-23,SPY,0.16666666666666666
2005-06-23,TLT,0.16666666666666666
2005-06-24,EEM,0.16666666666666666
2005-06-24,EFA,0
2005-06-24,GLD,0.16666666666666666
2005-06-24,IWM,0.16666666666666666
2005-06-24,QQQ,0.16666666666666666
2005-06-24,SPY,0.16666666666666666
2005-06-24,TLT,0.16666666666666666
2005-06-27,EEM,0.16666666666666666
2005-06-27,EFA,0
2005-06-27,GLD,0.16666666666666666
2005-06-27,IWM,0.16666666666666666
2005-06-27,QQQ,0.16666666666666666
2005-06-27,SPY,0.16666666666666666
2005-06-27,TLT,0.16666666666666666
2005-06-28,EEM,0.16666666666666666
2005-06-28,EFA,0
2005-06-28,GLD,0.16666666666666666
2005-06-28,IWM,0.16666666666666666
2005-06-28,QQQ,0.16666666666666666
2005-06-28,SPY,0.16666666666666666
2005-06-28,TLT,0.16666666666666666
2005-06-29,EEM,0.16666666666666666
2005-06-29,EFA,0
2005-06-29,GLD,0.16666666666666666
2005-06-29,IWM,0.16666666666666666
2005-06-29,QQQ,0.16666666666666666
2005-06-29,SPY,0.16666666666666666
2005-06-29,TLT,0.16666666666666666
2005-06-30,EEM,0.16666666666666666
2005-06-30,EFA,0
2005-06-30,GLD,0.16666666666666666
2005-06-30,IWM,0.16666666666666666
2005-06-30,QQQ,0.16666666666666666
2005-06-30,SPY,0.16666666666666666
2005-06-30,TLT,0.16666666666666666
2005-07-01,EEM,0.16666666666666666
2005-07-01,EFA,0
2005-07-01,GLD,0.16666666666666666
2005-07-01,IWM,0.16666666666666666
2005-07-01,QQQ,0.16666666666666666
2005-07-01,SPY,0.16666666666666666
2005-07-01,TLT,0.16666666666666666
2005-07-05,EEM,0.16666666666666666
2005-07-05,EFA,0
2005-07-05,GLD,0.16666666666666666
2005-07-05,IWM,0.16666666666666666
2005-07-05,QQQ,0.16666666666666666
2005-07-05,SPY,0.16666666666666666
2005-07-05,TLT,0.16666666666666666
2005-07-06,EEM,0.16666666666666666
2005-07-06,EFA,0
2005-07-06,GLD,0.16666666666666666
2005-07-06,IWM,0.16666666666666666
2005-07-06,QQQ,0.16666666666666666
2005-07-06,SPY,0.16666666666666666
2005-07-06,TLT,0.16666666666666666
2005-07-07,EEM,0.16666666666666666
2005-07-07,EFA,0
2005-07-07,GLD,0.16666666666666666
2005-07-07,IWM,0.16666666666666666
2005-07-07,QQQ,0.16666666666666666
2005-07-07,SPY,0.16666666666666666
2005-07-07,TLT,0.16666666666666666
2005-07-08,EEM,0.16666666666666666
2005-07-08,EFA,0
2005-07-08,GLD,0.16666666666666666
2005-07-08,IWM,0.16666666666666666
2005-07-08,QQQ,0.16666666666666666
2005-07-08,SPY,0.16666666666666666
2005-07-08,TLT,0.16666666666666666
2005-07-11,EEM,0.16666666666666666
2005-07-11,EFA,0
2005-07-11,GLD,0.16666666666666666
2005-07-11,IWM,0.16666666666666666
2005-07-11,QQQ,0.16666666666666666
2005-07-11,SPY,0.16666666666666666
2005-07-11,TLT,0.16666666666666666
2005-07-12,EEM,0.16666666666666666
2005-07-12,EFA,0
2005-07-12,GLD,0.16666666666666666
2005-07-12,IWM,0.16666666666666666
2005-07-12,QQQ,0.16666666666666666
2005-07-12,SPY,0.16666666666666666
2005-07-12,TLT,0.16666666666666666
2005-07-13,EEM,0.16666666666666666
2005-07-13,EFA,0
2005-07-13,GLD,0.16666666666666666
2005-07-13,IWM,0.16666666666666666
2005-07-13,QQQ,0.16666666666666666
2005-07-13,SPY,0.16666666666666666
2005-07-13,TLT,0.16666666666666666
2005-07-14,EEM,0.16666666666666666
2005-07-14,EFA,0
2005-07-14,GLD,0.16666666666666666
2005-07-14,IWM,0.16666666666666666
2005-07-14,QQQ,0.16666666666666666
2005-07-14,SPY,0.16666666666666666
2005-07-14,TLT,0.16666666666666666
2005-07-15,EEM,0.16666666666666666
2005-07-15,EFA,0
2005-07-15,GLD,0.16666666666666666
2005-07-15,IWM,0.16666666666666666
2005-07-15,QQQ,0.16666666666666666
2005-07-15,SPY,0.16666666666666666
2005-07-15,TLT,0.16666666666666666
2005-07-18,EEM,0.16666666666666666
2005-07-18,EFA,0.16666666666666666
2005-07-18,GLD,0
2005-07-18,IWM,0.16666666666666666
2005-07-18,QQQ,0.16666666666666666
2005-07-18,SPY,0.16666666666666666
2005-07-18,TLT,0.16666666666666666
2005-07-19,EEM,0.16666666666666666
2005-07-19,EFA,0.16666666666666666
2005-07-19,GLD,0
2005-07-19,IWM,0.16666666666666666
2005-07-19,QQQ,0.16666666666666666
2005-07-19,SPY,0.16666666666666666
2005-07-19,TLT,0.16666666666666666
2005-07-20,EEM,0.16666666666666666
2005-07-20,EFA,0.16666666666666666
2005-07-20,GLD,0
2005-07-20,IWM,0.16666666666666666
2005-07-20,QQQ,0.16666666666666666
2005-07-20,SPY,0.16666666666666666
2005-07-20,TLT,0.16666666666666666
2005-07-21,EEM,0.16666666666666666
2005-07-21,EFA,0.16666666666666666
2005-07-21,GLD,0
2005-07-21,IWM,0.16666666666666666
2005-07-21,QQQ,0.16666666666666666
2005-07-21,SPY,0.16666666666666666
2005-07-21,TLT,0.16666666666666666
2005-07-22,EEM,0.16666666666666666
2005-07-22,EFA,0.16666666666666666
2005-07-22,GLD,0
2005-07-22,IWM,0.16666666666666666
2005-07-22,QQQ,0.16666666666666666
2005-07-22,SPY,0.16666666666666666
2005-07-22,TLT,0.16666666666666666
2005-07-25,EEM,0.16666666666666666
2005-07-25,EFA,0.16666666666666666
2005-07-25,GLD,0
2005-07-25,IWM,0.16666666666666666
2005-07-25,QQQ,0.16666666666666666
2005-07-25,SPY,0.16666666666666666
2005-07-25,TLT,0.16666666666666666
2005-07-26,EEM,0.16666666666666666
2005-07-26,EFA,0.16666666666666666
2005-07-26,GLD,0
2005-07-26,IWM,0.16666666666666666
2005-07-26,QQQ,0.16666666666666666
2005-07-26,SPY,0.16666666666666666
2005-07-26,TLT,0.16666666666666666
2005-07-27,EEM,0.16666666666666666
2005-07-27,EFA,0.16666666666666666
2005-07-27,GLD,0
2005-07-27,IWM,0.16666666666666666
2005-07-27,QQQ,0.16666666666666666
2005-07-27,SPY,0.16666666666666666
2005-07-27,TLT,0.16666666666666666
2005-07-28,EEM,0.16666666666666666
2005-07-28,EFA,0.16666666666666666
2005-07-28,GLD,0
2005-07-28,IWM,0.16666666666666666
2005-07-28,QQQ,0.16666666666666666
2005-07-28,SPY,0.16666666666666666
2005-07-28,TLT,0.16666666666666666
2005-07-29,EEM,0.16666666666666666
2005-07-29,EFA,0.16666666666666666
2005-07-29,GLD,0
2005-07-29,IWM,0.16666666666666666
2005-07-29,QQQ,0.16666666666666666
2005-07-29,SPY,0.16666666666666666
2005-07-29,TLT,0.16666666666666666
2005-08-01,EEM,0.16666666666666666
2005-08-01,EFA,0.16666666666666666
2005-08-01,GLD,0
2005-08-01,IWM,0.16666666666666666
2005-08-01,QQQ,0.16666666666666666
2005-08-01,SPY,0.16666666666666666
2005-08-01,TLT,0.16666666666666666
2005-08-02,EEM,0.16666666666666666
2005-08-02,EFA,0.16666666666666666
2005-08-02,GLD,0
2005-08-02,IWM,0.16666666666666666
2005-08-02,QQQ,0.16666666666666666
2005-08-02,SPY,0.16666666666666666
2005-08-02,TLT,0.16666666666666666
2005-08-03,EEM,0.16666666666666666
2005-08-03,EFA,0.16666666666666666
2005-08-03,GLD,0
2005-08-03,IWM,0.16666666666666666
2005-08-03,QQQ,0.16666666666666666
2005-08-03,SPY,0.16666666666666666
2005-08-03,TLT,0.16666666666666666
2005-08-04,EEM,0.16666666666666666
2005-08-04,EFA,0.16666666666666666
2005-08-04,GLD,0
2005-08-04,IWM,0.16666666666666666
2005-08-04,QQQ,0.16666666666666666
2005-08-04,SPY,0.16666666666666666
2005-08-04,TLT,0.16666666666666666
2005-08-05,EEM,0.16666666666666666
2005-08-05,EFA,0.16666666666666666
2005-08-05,GLD,0
2005-08-05,IWM,0.16666666666666666
2005-08-05,QQQ,0.16666666666666666
2005-08-05,SPY,0.16666666666666666
2005-08-05,TLT,0.16666666666666666
2005-08-08,EEM,0.16666666666666666
2005-08-08,EFA,0.16666666666666666
2005-08-08,GLD,0
2005-08-08,IWM,0.16666666666666666
2005-08-08,QQQ,0.16666666666666666
2005-08-08,SPY,0.16666666666666666
2005-08-08,TLT,0.16666666666666666
2005-08-09,EEM,0.16666666666666666
2005-08-09,EFA,0.16666666666666666
2005-08-09,GLD,0
2005-08-09,IWM,0.16666666666666666
2005-08-09,QQQ,0.16666666666666666
2005-08-09,SPY,0.16666666666666666
2005-08-09,TLT,0.16666666666666666
2005-08-10,EEM,0.16666666666666666
2005-08-10,EFA,0.16666666666666666
2005-08-10,GLD,0
2005-08-10,IWM,0.16666666666666666
2005-08-10,QQQ,0.16666666666666666
2005-08-10,SPY,0.16666666666666666
2005-08-10,TLT,0.16666666666666666
2005-08-11,EEM,0.16666666666666666
2005-08-11,EFA,0.16666666666666666
2005-08-11,GLD,0
2005-08-11,IWM,0.16666666666666666
2005-08-11,QQQ,0.16666666666666666
2005-08-11,SPY,0.16666666666666666
2005-08-11,TLT,0.16666666666666666
2005-08-12,EEM,0.16666666666666666
2005-08-12,EFA,0.16666666666666666
2005-08-12,GLD,0
2005-08-12,IWM,0.16666666666666666
2005-08-12,QQQ,0.16666666666666666
2005-08-12,SPY,0.16666666666666666
2005-08-12,TLT,0.16666666666666666
2005-08-15,EEM,0.16666666666666666
2005-08-15,EFA,0.16666666666666666
2005-08-15,GLD,0
2005-08-15,IWM,0.16666666666666666
2005-08-15,QQQ,0.16666666666666666
2005-08-15,SPY,0.16666666666666666
2005-08-15,TLT,0.16666666666666666
2005-08-16,EEM,0.16666666666666666
2005-08-16,EFA,0.16666666666666666
2005-08-16,GLD,0
2005-08-16,IWM,0.16666666666666666
2005-08-16,QQQ,0.16666666666666666
2005-08-16,SPY,0.16666666666666666
2005-08-16,TLT,0.16666666666666666
2005-08-17,EEM,0.16666666666666666
2005-08-17,EFA,0.16666666666666666
2005-08-17,GLD,0
2005-08-17,IWM,0.16666666666666666
2005-08-17,QQQ,0.16666666666666666
2005-08-17,SPY,0.16666666666666666
2005-08-17,TLT,0.16666666666666666
2005-08-18,EEM,0.16666666666666666
2005-08-18,EFA,0.16666666666666666
2005-08-18,GLD,0
2005-08-18,IWM,0.16666666666666666
2005-08-18,QQQ,0.16666666666666666
2005-08-18,SPY,0.16666666666666666
2005-08-18,TLT,0.16666666666666666
2005-08-19,EEM,0.16666666666666666
2005-08-19,EFA,0.16666666666666666
2005-08-19,GLD,0
2005-08-19,IWM,0.16666666666666666
2005-08-19,QQQ,0.16666666666666666
2005-08-19,SPY,0.16666666666666666
2005-08-19,TLT,0.16666666666666666
2005-08-22,EEM,0.16666666666666666
2005-08-22,EFA,0.16666666666666666
2005-08-22,GLD,0.16666666666666666
2005-08-22,IWM,0.16666666666666666
2005-08-22,QQQ,0.16666666666666666
2005-08-22,SPY,0.16666666666666666
2005-08-22,TLT,0
2005-08-23,EEM,0.16666666666666666
2005-08-23,EFA,0.16666666666666666
2005-08-23,GLD,0.16666666666666666
2005-08-23,IWM,0.16666666666666666
2005-08-23,QQQ,0.16666666666666666
2005-08-23,SPY,0.16666666666666666
2005-08-23,TLT,0
2005-08-24,EEM,0.16666666666666666
2005-08-24,EFA,0.16666666666666666
2005-08-24,GLD,0.16666666666666666
2005-08-24,IWM,0.16666666666666666
2005-08-24,QQQ,0.16666666666666666
2005-08-24,SPY,0.16666666666666666
2005-08-24,TLT,0
2005-08-25,EEM,0.16666666666666666
2005-08-25,EFA,0.16666666666666666
